t,T,edge,bal,ela
1870.0,0.6934246737074199,12050.0,6965084.223363722,962.1467966438063
1871.0,0.5696956229146424,12050.0,8515621.431917252,945.1654425013289
1872.0,0.39256886745883435,12050.0,10749696.066458061,915.9543176074976
1873.0,0.9548983115668994,12100.0,3483463.0635624053,1002.8294570002569
1874.0,1.1198423944194689,12100.0,1378063.4442147315,1029.3871448217924
1875.0,0.15373712078867507,12100.0,13671962.578221288,880.4350345493084
1876.0,2.2865399046513204,12100.0,-13475128.24488316,1208.6969605964478
1877.0,-0.025602187756876837,12100.0,15957102.78998477,851.8881998701937
1878.0,1.6712533951249675,12100.0,-5639726.7843247345,1119.8820564560579
1879.0,0.801717457544358,12100.0,5432877.574874355,979.8502347886679
1880.0,1.4961292291244392,12100.0,-3401934.08585714,1088.4467305887804
1881.0,2.4405931231126097,12100.0,-15419472.461516222,1233.0562608537448
